id,text,sentiment
420,Anyone got any tips for flying anxiety? Flying out tomorrow 👀,-1
421,RT @hamdamaged: @cemctery no no bullets/revenge stans smell like sweat and depression mixed with old coffee and angst,-1
422,Powerful words from our youth. They get it. https://t.co/rMWWG4mbzi,0
423,RT @maddyharrison1: And so the depression is kicking in,-1
424,@mimsypeppercorn bringing community to see the impacts of how addiction effects us all with mental health :),1
425,Sadly this is me 100% 😶 https://t.co/S3HER50Hrj,-1
426,"@aimeilian Thanks :). And yeah. Especially when it comes to mental health, I'll take the placebo effect over the al… https://t.co/ONNmqDB8qB",-1
427,@ItsIzzyPop what will kill you is ur crippling depression,-1
428,@chessmyantidrug When I'm dealing with depression my #firstworldproblems aren't so small to me. u don't know what i… https://t.co/UGzg7wwloF,-1
429,"my anxiety cant deal w/ this 

IM GOING TO DIE",-1
430,@anivlz Advil (or generic ibuprofen) acts as an anti-inflammatory. Taking some could subside pain or anxiety by bc… https://t.co/6hw4WK5G7o,-1
431,Help me omg https://t.co/v3xonxKVEO,0
432,"RT @McMurphysMinion: .@RodneyDavis #Iamapreexistingcondition b/c I have a uterus, Depression, &amp;Anxiety. U said u would #ProtectOurCare 4… ",-1
433,@alhs__ @jeffrdmorgn Yes they do because 1 season it's good enough to spread the word about rape and depression and stuff like that,1
434,"@mogvvai Like literally almost all of your problems would be solved, plus your mental health would get better from… https://t.co/UfJ99SK6rT",1
435,My depression seed grew into a 500 meters tall tree in 5 years,-1
436,✊�?�? https://t.co/jrO3wsGKmc,0
437,RT @MHCC_: How any business can improve employee mental health? @globeandmail article series #WorkplaceMH #Mentalhealth  https://t.co/VyXUN…,1
438,"Basically CBD weed can help my migraines and anxiety
So basically i need a medical Marijuana card now",-1
439,Depression F@ckin SUCKS !!!!!: https://t.co/EckXYQX6Er via @YouTube,-1
440,I added a video to a @YouTube playlist https://t.co/EckXYQX6Er Depression F@ckin SUCKS !!!!!,-1
441,RT @tearsbible: �? That's what's so scary about depression it makes you think nothing else matters even if you have the world.,-1
442,RT @AmbrasiatheLION: My depression and anxiety love to play together lmao,-1
443,I have serious separation anxiety https://t.co/s81bdl4MHN,1
444,Teenagers : reaserchers are totally become mad they have lost their minds 😂😂😂😋 by alot of using their minds. https://t.co/tAoV6HL7mn,-1
445,RT @LyndaMFiller: HIgh Anxiety; Exotic Places #mystery #suspense #IARTG #RRBC #novellas #Kindle  https://t.co/02m8Im6cDd https://t.co/GUxVJ…,-1
446,✨🔮 I see some fortune in something you'll fuck up anyways. Plan for overwhelming anxiety.  🔮✨,0
447,RT @ianaIexander: me after my second depression nap of the day https://t.co/JyGIGEGHYg,-1
448,Hmu if u have severe anxiety and depression and wanna suffer together I think it'd be cooler to do this with another person,-1
449,I will message everyone that retweets this #depression https://t.co/lLV7bp4gch,1
450,@PTodd_KloveAir1  Can you pray for me. I am having anxiety right now.What are good Bible verse to Read for peace and anxiety,-1
451,protect this kid at all costs https://t.co/RZIz8EDVnh,0
452,RT @AsForLitaa: General Conference of Seventh Day Adventists need to do better about mental health.,1
453,wow. this. https://t.co/B1YH56M5Rb,0
454,"RT @GIRLposts: me: im finally happy 
my depression two secs later: https://t.co/h61xrE44Ti",-1
455,https://t.co/cNu9tkE6Wg #Buy #CBD #Vapes #Oil #Pills #Lotion #Medicine #Hemp #Epilepsy #Anxiety #ADHD https://t.co/UIDKYchwPY,-1
456,RT @youthvillagesOR: #TBT to #mentalhealthawarenessmonth. ED @andrewegrover proud to be in group of incredible honorees of… ,1
457,@JackJack254 I just woke up from my depression nap,-1
458,RT @sweethaunting: if anyone knows of any good books that help w overcoming social anxiety that aren't the whole alternative medicine type…,1
459,How cool would it be if like the Bulls ever made the Finals I think I'd make 5 ER trips within the series due anxiety—But it be a blast.,0
460,I hate it when my friends fly because I probably get more anxiety than they do,0
461,LOSERS. Grow a set and deal with reality. https://t.co/n3AiaRw7Kq,0
462,RT @philuhmena: 7 months ago today I was raped. I was ashamed of my body. Hid my depression. Today I am a strong happy survivor &amp; l… ,-1
463,#Anxiety blows. One mild interaction can be enough to totally throw a person mentally &amp; emotionally. We don't talk about this enough.,1
464,"I've just barely clawed my way out of Major Depression and I can tell you I've been busting my ass trying to ""choose happiness"" for years.",0
465,RT @nirlog_net: 「鬱�?�診断書�?�?�賢�??使�?�?��?��?�身を亡�?��?��?�ら超�?�険�?�よ�?��?�話 https://t.co/PGYZh8nOuw,0
466,A simple trick to get rid of stress and anxiety in 5 minutes - https://t.co/wyRHVzE74C,1
467,"My anxiety can really increase around certain people, does not feel good 😕😕",-1
468,"@Thunder103093 @MrDane1982 You don't care about ""sjw"" horseshit, but you're a ""far left liberal"". BTW, people with… https://t.co/mRgQgXW3dq",1
469,"All I know is that I think way too much, way too fast, and have crippling anxiety and am not successful by any concrete measure.",-1
470,A very wise young man https://t.co/CljPdeLIYL,1
471,"Anxiety is not Prophetic | Beating Trauma
https://t.co/h9ApEto3Jd https://t.co/uanMiAlQUQ",-1
472,My anxiety may actually kill me,0
473,😅 you ain't the only one https://t.co/Kz6Ip4VUUz,-1
474,RT @CoreyHew: You're not alone https://t.co/ikGeu3mpdN,0
475,RT @JessieeCombs: I've been a giant ball of anxiety and stress lately I feel like such a mess 💀,-1
476,"5 Of The Best
Follow @Ironsgame  Supplements For Depression
https://t.co/fKnm9oZxRb https://t.co/djoh8MIaf8",1
477,RT @NAMIDelaware: https://t.co/3PDcvuVecr Be visible and vocal about mental health care. Attend a Town Hall meeting and post on Socia… ,-1
478,"RT @thatgirlkp_: I have anxiety about moving, I fckn hate moving!",0
479,RT @NAMISwMo: Thank you to Cox North psychological department for raising money for mental health awareness month!! We are... https://t.co/…,1
480,RT @HappyMentality: Five Mental Health Bloggers You Really Need to Follow https://t.co/36YVm8mAqr https://t.co/cnq82d6QYp,-1
481,RT @tbhnugget: a nugget a day keeps the depression away,-1
482,Great Article about #depression and #anxiety #iwilllisten https://t.co/2gGmqPLoMT #help https://t.co/Clu49puBIy,1
483,Me asf 😭 https://t.co/2DrDk2itsz,0
484,My anxiety is so bad today my hands are trembling. I think maybe a coffee isn't the best idea this morning 😅,-1
485,RT @LinzDeFranco: A lot of people ask how I handle having depression and anxiety. The answer is simple. #COVFEFE,-1
486,Today my psych doc said he's getting more patients with increased anxiety/dread. Why? A clue: it begins with Trump and ends with an asshole.,-1
487,RT @rosylovr: i wish i could b a social butterfly n easily talk 2 people but my anxiety kills any chance of that,1
488,RT @9GAGTweets: I can feel my anxiety crawling back just by looking at this. https://t.co/xPA6savQ3t,1
489,Hand Spinner Tri Fidget ADHD Anxiety Austim Stress Reducer Desk Toy EDC Metal  via eBay https://t.co/YBXNjz25mO,-1
490,Wonder if Meredith &amp; Olivia will have accents now. https://t.co/DN3z4wNIg4,1
491,RT @Fact: 8 Depression Myths We Need To Stop Believing... https://t.co/GCn8FdfuzD,1
492,Interferon therapy for hepatitis C can cause #depression.,1
493,"Poczytam sobie o anxiety attacks, może się dowiem czegoś ciekawego hehe ha ho",-1
494,anxiety is off the roof 😰,-1
495,RT @JianGhomeshi: Greetings. Track #9 is now playing: What is smartphone addiction and FOMO doing to our mental health? https://t.co/hvPac4…,-1
496,How to take care of your kid’s mental health? https://t.co/qBTH0i1r13 #kidshealth #kidsmentalhealth #mentalhealth #parenting,1
497,"""raised my gap"" https://t.co/5Rpw0Po7Xr",0
498,"RT normanlamb ""RT DreTunes: frankbrunoboxer normanlamb Also being  involved with running a mental health charity c… https://t.co/nMsoJ73uJA""",1
499,When i'm having a great day and my anxiety make her comeback. https://t.co/7qkU19vXyL,-1
500,"RT @mstiefvater: THINGS YOU CAN LEARN FROM THE RAVEN CYCLE
• fundamental occult practices
• poor driving habits
• shitty Latin
• lite Welsh…",1
501,I can't  sleep but a list my house work is all done lol birmingham mind  u help all people with mental health issues  u are amazing,-1
502,"RT PudseyLabour ""I am delighted to pledge support for people with mental health problems, in line with Mind's mani… https://t.co/hAYmFCLoA0""",1
503,@hambone8875 @ginkomortus @wilw I'm also considered a minority by the Government because of my disability...mental… https://t.co/hGNVerh5aV,0
504,RT @CenterOnBudget: Work requirements don’t address employment barriers like mental or physical health problems: https://t.co/dBfA3BtgOj,1
505,"McDonald's cashier: ""what sauce would you like with your chicken nuggets?"" 

My social anxiety: ""chocolate!""",-1
506,How Climate Change Affects Your Mental Health https://t.co/0UCOYzRzSp via @Shape_Magazine https://t.co/qPyIFK7Lcp,1
507,@_StrictlyB Bella don't give me anxiety please lol,1
508,GR8 Read 4 those seeking #healing #recovery #relationships #depression The Sky is Green and The..  https://t.co/i8M4AHzPi5,-1
509,@Taykerryn_ my mental emotional and physical health depends on it lol,-1
510,RT @EricAmer: The devil exists and his name it's not Satan... he's called ANXIETY.,-1
511,"RT @AliiensExist: It disgusts me that the instant I hear the word ""depression,"" I think of the DSM-prescribed disorder rather than it being…",-1
512,the last one hit me hard chfnfbcndnd https://t.co/FLxCPsHqXi,-1
513,RT @GIRLposts: me: *takes 4 depression naps during the day and manages to fall asleep again at night and sleep in and wake up late… ,-1
514,"@VaVeros @justine_hyde &amp; the quilt is a historic australian quilt, the #waggaquilt, made by depression era housewifes from old suit samples",0
515,"RT @VolfMech: 'PCD' I do not agree with. If anything it should be PCS 'Post Con Sadness'

Because that feeling passes. Depression does not.",-1
516,I'll tell you one thing: this is such a fun time to have clinical depression.,-1
517,"#MENTALHEALTH IS EVERYONE, EVERYWHERE 26 Celebrities Who Have Opened Up About Depression, Anxiety, and Mental Healt… https://t.co/2IF3YPvYCW",1
518,"BREAKING NEWS: owning 1 gun in your house cures all mental health problems, what are u waiting for??!",1
519,�?ケット求 7/26 (水) DIR EN GREY TOUR16-17 FROM DEPRESSION TO mode of MACABRE 中野サンプラザ https://t.co/NYWtMtgOQr #DIRENGREY #ディルアングレイ #ANDROGYNOS,1
520,"RT @laneyrodg: when they can make u laugh, validate you, and care about your mental health https://t.co/HMQAkQIxeg",-1
521,"RT @1thot_: y'all julia beck is fucking disgusting and transphobic, do your mental health a favor and just block her",0
522,FaceTimed my favourite &amp; we talked about depression &amp; her book she's writing &amp; about my journalism degree. She made me smile so much �?��?,1
523,"RT @CommonWhiteGirI: when you are trying to fight paranoia, depression, dissociation while attempting to balance meaningful relationships h…",-1
524,RT @bradentbh: Omg After Laughter actually is AOTY after all...Forgiveness just flared my depression and im not even mad,-1
525,When ur depression hits u outta nowhere https://t.co/t8gSP0CfBo,-1
526,"If you define "" getting help"" as being turned away... Then yes, Canadian youth are getting help. https://t.co/Q6WvTydICK",1
527,AND STILL SILENT TOOTHLESS ANXIETY,1
528,cant relate bc i actually am mean https://t.co/0qUnBNxPlR,0
529,Depression really isn't cool smh its like your mind forces you to be unhappy even when things are going right for a change 🤦�?��?♀�?🤦�?��?♀�?,1
530,RT @StampStigma: Thank you all for making this such an amazing Mental Health Awareness Month! Let's keep the conversation going thou… ,1
531,"Low-fat milk, yogurt may reduce depression risk - 

Many of us opt for low-fat over full-fat dairy products ...… https://t.co/Q175iswblf",1
532,my anxiety has been super bad this past month tho so idk....,-1
533,"I feel more contained, and at peace. After ten days of brutal, crushing anxiety, something changed. I'm unwell, but feel better now. Thanks.",1
534,How many depression naps can I get away with until my parents start asking questions? Literally 1,-1
535,In trying to justify my health anxiety I am pretty sure I made a meow teen revisit his scare of taking that crap for nearly a year.. oops :(,-1
536,"New Study: Treat Anxiety, Depression with… Bouldering https://t.co/qTLwqyvrUe via @thegearjunkie",1
537,I have a problem wit Dikes...I can't help it! They're Mental Health patience 🤷�?��?♂�?,1
538,"RT @GIRLposts: Lana Del Rey: *sings about fucking old men, dying, and depression*

Me: https://t.co/hdaXgO66od",1
539,"RT @RealKentMurphy: On a serious note now, every RT this tweet gets, it sends 5 cents to support mental health programs. So do your thing T…",1
540,RT @upbeatjeon: jikook harmonizing with each other's voice is the cure for depression https://t.co/7VRW3yjfe1,1
541,Podcast: Anxiety Lies Constantly – How to Stop Listening https://t.co/ZvzvcoRnMz https://t.co/hPTwUKmdCt,1
542,"@CutiePieWithBow ""I saw...."" swallows hard. ""Death. Lots of death. You, you were dead."" My head shakes looking at m… https://t.co/wpw0pDKzAg",-1
543,"RT @ClashOfFire: ""what's depression like""

""it's like drowning except you can see everyone around you breathing""

KISSES GratefulForStarStu…",-1
544,@BurcolDandelion depression?,1
545,"RT @PRAYlNGMANTlS: this just cured my depression
 https://t.co/wRur5HGsg3",1
546,RT @KimKardashian: This anxiety OMG,-1
547,Social Anxiety # 83: I Forgot What Anxiety feels like? https://t.co/GrD0TjsZgG,-1
548,im at school and theres no one here and im shaking bc im awkward and anxiety,-1
549,RT @enchiladad: so apparently my theme this summer is gonna be: depression,-1
550,I've taken to vlogging. I think it'll help my mental health and give me a creative outlet. Been working on it for a… https://t.co/z1rwFBZ9UK,1
551,"RT @_wineandbitch: Me: I'm feeling really depressed today 
""Why are you depressed?"" 
Me: because I have depression....",-1
552,#retweet for solidarity! How has #anxiety impacted your relationships &amp; #sex life? https://t.co/If2gdH23eY,1
553,"RT @Piercy__Jackson: Dear Anybody, Depression is not a choice!",-1
554,"7. I'm very prone to ""winter depression"" and had it pretty bad this year. My mental health is finally great other than that!",-1
555,https://t.co/K5daS7kqMA #Buy #CBD #Vapes #Oil #Pills #Lotion #Medicine #Hemp #Epilepsy #Anxiety #ADHD https://t.co/us2miPAm5O,-1
556,RT @SEL4MA: Mental Health In Schools: A Hidden Crisis Affecting Millions Of Students. #SEL https://t.co/xvz7y1FrZc,-1
557,RT @normanlamb: Fantastic morning meeting people in North Walsham market! Proud to stand beside @frankbrunoboxer - inspiring champi… ,1
558,"@tilism @JarlathOBrien Teacher refused to differentiate for my dyslexic child in primary. Told ""do it yourself"" as… https://t.co/1AEG0J1azQ",0
559,Depression sneaking back into my life https://t.co/PAkDYa6zXO,-1
560,RT @MJStarLover: She didn't see her husband bragging about sexual assault on tape as disturbing? She doesn't see his racist/violent… ,-1
561,A simple trick to get rid of stress and anxiety in 5 minutes - https://t.co/3OSx7WKh75,1
562,I'm sick and tired of these negative bitches always BITCHING about something. Go take a depression nap or something,1
563,like it would be really great if i could live my life n do normal things without my anxiety getting in the way loll,-1
564,RT @_CAKEFACEGRACE: o hey depression nice to see u again,-1
565,8th graders are having depression and anxiety people. I wish that our generation is more kind and willing to help more than shame.,1
566,Depression strikes again! Let's see how long it'll last this round!!!!,-1
567,Always. 💗 https://t.co/ijjGhmPfoj,0
568,"The Joy Inside | Overcoming Anxiety, Depression, POTS Syndrome: https://t.co/DRi9dJwGOS via @YouTube",1
569,The Cure For Anxiety? #TJGilroy https://t.co/ILBrpStaCx https://t.co/A5AT7w0vVC,1
570,The Cure For Anxiety? #TJGilroy https://t.co/wzoNArWCry https://t.co/ItE8yZwbmu,1
571,A simple trick to get rid of stress and anxiety in 5 minutes - https://t.co/FDU6NLY657,1
572,"RT @FantasyFinale: One of these days, I'll be over my depression.",-1
573,Hand Spinner Tri Fidget ADHD Anxiety Austim Stress Reducer Desk Toy EDC Metal  via eBay https://t.co/LeBKYG7vl6,-1
574,french kiss my mental health goodbye,1
575,"RT @depressionarmy: Opening Up. Please read about artist, @sow_ay's struggle with depression. https://t.co/Ga6fg2vEMt",1
576,"Honey has severe anxiety about getting her ears cleaned. She legit hides if you even mention the word ""ear"" or ""ear cleaner""",1
577,"RT @mehdirhasan: ""Isn't it weird how we Muslims seem somehow immune to 'mental health issues'?"" - my latest column on terror threats… ",1
578,Hand Spinner Tri Fidget Stress Reducer ADHD Anxiety Desk Toy EDC Metal Ball  via eBay https://t.co/ga0OXuTc8Z,1
579,I swear I don't hate you I just have a really bad combo of social anxiety and a resting bitch face.,-1
580,How to Manage the #Stress and  #Anxiety #article #self-help New Approach! https://t.co/fBCbji497I https://t.co/yRzRD9xsIA,-1
581,"RT @chiller: ""Schools are in crisis, mental health is in crisis. Yet the funding is there to take parents to court - whatever the cost."" #b…",-1
582,Anxiety is through the roof right now,1
583,RT @kourtneykardash: Great way to calm anxiety. https://t.co/Wxr4PNkg8m,1
584,How to Manage the #Stress and  #Anxiety #article #self-help New Approach! https://t.co/IEpYmqzOWC https://t.co/mcqHTHg29c,1
585,"RT @English3rb: كلمات مترجمة :
.
قلق - Anxiety - انقزايتي
.
إزعاج - Bother - باذر
.
مراعاة | إهتمام - Concern - كونسيرن
.
ثقة - Confidence…",-1
586,How to Manage the #Stress and  #Anxiety #article #self-help New Approach! https://t.co/UxaTEScBrM https://t.co/62SSHE68Js,1
587,@supernovalwt it's tiggering my anxiety imma drop dead,-1
588,no joke i am terrified of being 18 bc my parents want me to get a job since i dropped out of college over mental health and man im a mess...,-1
589,RT @Anthony862: The thought of being a 3rd year is giving me anxiety,-1
590,Why It’s Difficult to Meditate with Anxiety https://t.co/DUgW7NxhvG,1
591,My dog gets anxiety in the car and whines the whole car ride unless I hold his paw lol https://t.co/8bBPXiMiv0,-1
592,Its crazy how if you have anxiety you basically get labeled a 'pussy' 75% of the time,-1
593,today was so important for my mental health,1
594,RT @LightSkinHenz: Depression sneaking back into my life https://t.co/PAkDYa6zXO,-1
595,RT @kelseystuart94: When ur depression hits u outta nowhere https://t.co/t8gSP0CfBo,-1
596,"@LeighMLorentz Wrist strain. I was born with a shitty upper back and my anxiety causes stiff shoulders, which resul… https://t.co/jaQZop4aLk",-1
597,RT @renalovelis: anxiety is fun i swear 😒,-1
598,RT @WhatTheFFacts: Singing when tensed helps you avoid anxiety and depression.,-1
599,"RT @digitaldeenrcds: Ya Allah, replace my sadness with hope.
Ya Allah, replace my anxiety with reassurance.
Ya Allah, replace my depression…",-1
600,People always askin me how I got so skinny... wanna know my secret? Depression.,-1
601,Mental health is so so SO important,1
602,"Mental stress caused by our job, family, friends, finances or faith can oftentimes cause anxiety which can be... https://t.co/HC4L61NnbQ",1
603,"I liked a @YouTube video https://t.co/UDdWb9o9mF Nell - Separation Anxiety {Eng, rom, han}",1
604,"@looknathstry @Freeyourmindkid A demonstration that we are the many, not the few may be needed to drive social chan… https://t.co/eQuOGayUWQ",1
605,"RT @_Makada_: First Lady Melania Trump slams Kathy Griffin: ""It is simply wrong and makes you wonder about the mental health of t… ",0
606,"RT @RodrigoDalboune: Let today be today, without the weight of yesterday, nor the anxiety of tomorrow. 
Good morning friends !!🌹 https://t.…",1
607,Sometimes I suffer from anxiety,-1
608,RT @CarterCenter: We are delighted to be working with you all and your talented #mentalhealth journalists! Appreciate their good work… ,1
609,RT @mustymom: anxiety game crazy,1
610,"@CDNMisanthrope @hanamarku You know, mate. I have one rule when it comes to this forum, commenting on people's ment… https://t.co/BvxlkMQZNk",0
611,"RT @tooshort2becool: why are church services so early is there a 2am ""can't sleep because of crippling depression"" sermon because that's wh…",-1
612,"RT @MtnMoxieGirl: Gratitude eliminates fear, worry, grief and depression, and brings happiness, clarity,  compassion and peace of mind",1
613,Hand Spinner Tri Fidget ADHD Anxiety Austim Stress Reducer Desk Toy EDC Metal  via eBay https://t.co/bQUzKUv27s,1
614,Hand Spinner Tri Fidget Stress Reducer ADHD Anxiety Desk Toy EDC Metal Ball  via eBay https://t.co/F2vWQdwdDx,1
615,RT @SONNY_ROPPER: I have a problem wit Dikes...I can't help it! They're Mental Health patience 🤷�?��?♂�?,1
616,"RT @OwenJones84: If you say the Versailles Treaty and the Great Depression contributed to the rise of the Nazis, does that make you a Nazi…",-1
617,Seasonal depression is a thing but I think most people get it in the winter. I'm not one of them. Summer is my time… https://t.co/CvRgHfNWlA,1
618,"RT @asassywhale: when you are trying to fight paranoia, depression, dissociation while attempting to balance meaningful relationships https…",-1
619,I know I have some level of anxiety. Some triggers are easier than others but I can have crippling anxiety when it comes to my art.,-1
620,The #anxiety survival guide: How to conquer your worries https://t.co/YerBE41jAC,1
621,RT @_madeleineanna: between 2010-2015 the conservative gov made cut equivalent to £598 million a year from mental health trusts,1
622,RT @textbookmsg: Everything I learned about the Great Depression was from a college textbook.,1
623,Teen Girls Are More Than 2x Likely To Experience Depression Than Boys - https://t.co/5LQA3dMmzb,1
624,Ya'll mind if i social anxiety tf out,-1
625,RT @CharitySANE: #Depression is so much more than just feeling sad. RT if you can relate to this by @annabroges. #StopStigma https://t.co/m…,-1
626,Hand Spinner Tri Fidget Stress Reducer ADHD Anxiety Desk Toy EDC Metal Ball  via eBay https://t.co/pbPcIOfBVC,1
627,Hand Spinner Tri Fidget ADHD Anxiety Austim Stress Reducer Desk Toy EDC Metal  via eBay https://t.co/dGavZkS8nh,1
628,RT @NexusThread: this book helped me a lot actually https://t.co/v6ZAt28vns,0
629,Hand Spinner Tri Fidget Stress Reducer ADHD Anxiety Desk Toy EDC Metal Ball  via eBay https://t.co/vL8LeZ724w,1
630,"@irlnomi @whoismaryboo i agree,but i'm trying to say i feel starved of human contact bc depression/social anxiety,… https://t.co/jH0dooIVE9",-1
631,This is actually me. On God. https://t.co/EqqGsSanc6,0
632,The anxiety,1
633,RT @reachoutandread: We must stop telling our kids we are bad at math! End the spread of math anxiety today: https://t.co/QWc0eejXOF,1
634,@spiderrobotpig @TGurlSammy It is. My depression goes away when I'm like that.,-1
635,@byrobot it was depression drugs if anyone was wondering,-1
636,Hi I'm actually still going thru post concert depression heavily,-1
637,Hand Spinner Tri Fidget ADHD Anxiety Austim Stress Reducer Desk Toy EDC Metal  via eBay https://t.co/CKyuqX4jMD,-1
638,Hand Spinner Tri Fidget Stress Reducer ADHD Anxiety Desk Toy EDC Metal Ball  via eBay https://t.co/WUYyRFfBYN,1
639,"Ethan: What are ya doing?
Me: I just woke up from a depression nap
Ethan: you've been sleeping all day
Me: gep",-1
640,RT @AriahFisher: Depression and Anxiety are two of the worst things in the world and I don't wish them upon anybody.,-1
641,"Guess what I'm doing as soon as I turn 18? 👅👅🤙🤙🤙
Going to the doctors to take control of my crippling mental health",-1
642,"That screeching — Such anxiety! The last thing I see was a goblin.

my mouth now feels crooked.",-1
643,RT @WolveyJohnson: When a joke almost sends you into manic depression. https://t.co/F47PsExWBL,-1
644,Not nearly as much as #Facebook puts kids future at risk. Check mental health research on topic. @KayaJones… https://t.co/uy1VC36jwR,-1
645,RT @jaslanaye: my anxiety always fucking with me,-1
646,"Really moving question from woman who has a son w/severe mental health issues who lives on SSDI, which POTUS cuts. Knight says Congress wont",-1
647,I liked a @YouTube video https://t.co/svGmWDDTli WHEN TIMES GET TOUGH - Powerful Motivation for Depression | Hard Times,1
648,It's giving me full on anxiety that ciara is outside Joe Spoons in Ibiza. Omg,-1
649,"RT @DREAMONlQUE: Depression is real.. check on your friends, ask if they're okay mentally.. sometimes they really just need a person that's…",1
650,debilitating anxiety,1
651,How to cope with anxiety - https://t.co/tb8RCaWRjL,1
652,A1: Moving away from Instructional Technology to simply Digital Learning is key. It helps remove the anxiety of technophobic! #FutureReady,1
653,"RT @Femitheist: Men's Suicide Prevention Campaign
https://t.co/i1sEE7ZdDm

#Suicide #StayAlive #MentalHealth
#Depression #Health… ",1
654,@smosh My anxiety and I will always win cuz we pull the trigger prematurely.,-1
655,anxiety and peggy,-1
656,"Depression
Anxiety
OCD
IBS
All above are cunts!

Proper suffering at the mo!! 😔😭 xxx — feeling fed up",-1
657,RT @ParacelsusRehab: 9 physical symptoms you didn’t realise were caused by #depression https://t.co/n9LZgb50Q6,1
658,"Also, the story may or may not be a metaphor about depression.",1
659,Hand Spinner Tri Fidget Stress Reducer ADHD Anxiety Desk Toy EDC Metal Ball  via eBay https://t.co/lWoOJo2Mmb,1
660,fall/winter quarter =worst times ever for my mental health. I'm in a good place now and I'm glad my efforts are affirmed by ppl who love me,-1
661,"This is, of course, in no way a cry for help or plea for attention. I just try to be transparent with my depression because that's...",-1
662,"#Anxiety does not help anybody achieve what they need to do, it is a barrier that must be knocked down. 🤔
#positive… https://t.co/3WteNdL65w",1
663,@HillaryClinton Lady...YOU need some SERIOUS mental health HELP! THAT concussion did damage to that brain of yours!… https://t.co/JmV2lB1DJJ,-1
664,"FOR REAL since when is anxiety trendy and a ""white girl problem"" https://t.co/vgL8hYAzK5",0
665,RT @jaymz5329: Sometimes a mental health day from work is all that is needed to keep away murder charges.,1
666,Forum Theatre about mental health in #highereducation #PTO2017 https://t.co/Wu8Z5wbIYY,1
667,Cravings are caused by depression and cures by happiness,1
668,also thers no good pics of charles so now i have depression,-1
669,Guys i'm serious if minki didn't debut i'll enter an eternal cycle of depression the though itself of him not debuting is stressing me out,-1
670,#quote Some people are addicted to anger. The only way they can relieve their depression and feel alive is by creating conflict.,-1
671,@ninbrevas THE DEPRESSION HOURS HAS STARTED,-1
672,Mark Drennan: Health care reform needs mental health coverage (Daily Mail) - Charleston Gazette-Mail https://t.co/8aIbxVTnE4,1
673,@DeshayJuban From schools and what could be extremely benificial to someone with anxiety/ADH/autism isn't an option… https://t.co/gmM70hqIrx,1
674,National Standard of Canada of Psychological Health Safety in the #Workplace to protect and promote #mentalhealth? https://t.co/AZV6RMW5ZC,1
675,RT @irisgutierrez__: Anxiety ain't no joke,1
676,Bird noises cause anxiety,1
677,RT @TheGabbieShow: time flies when you're having anxiety,1
678,RT @Advekit: Do you agree? How does #socialmedia affect you? #mental health https://t.co/zEYR5FSMpI,1
679,@Kyri_1 The astounding lack of knowledge about mental health in the media is disgrace as a MH sufferer myself,-1
680,"Los problemas de salud mentales merecen respeto, nadie elige vivir con eso. https://t.co/g2uKzQ9QEZ",0
681,RT @carriehyndsLD: Keep up the excellent work on challenging mental health stigma @willyoung @matthaig1 @jk_rowling @realdenisewelch @Docto…,1
682,@WindyCock an edgy word to describe my depression,-1
683,RT @dejadeshea: 😅 you ain't the only one https://t.co/Kz6Ip4VUUz,0
684,As a #mhblogger I notice that the brand emails go quiet when I speak about mental health - coincidence?… https://t.co/oWqoQb709Z,1
685,"RT @neverknownfacts: Not having enough sleep per day leads to desire for sex, depression and alcoholism",0
686,Wow this is so sad https://t.co/xpasxiYEd6,0
687,RT @foreverantipop: Sometimes I suffer from anxiety,-1
688,RT @cspyyc: Improving mental health in the workplace can save lives and decrease losses to productivity by 30%.… ,-1
689,"@AkiBunn I have it with everyone

like everyone just wants to hurt me

I hate it.

That's the main and real cause of my depression I think.",-1
690,i was having so much anxiety last night and just,-1
691,"Stress level high
Anxiety level high
Feeling physically sick from nerves 
Can i crawl into bed and cry now",-1
692,"RT @fordm: BRUCE WAYNE: How can I rid this city of crime

ALFRED: Mental health care access, economic development, gun reg—

BRUCE: Bring m…",1
693,RT @PhiladelphiaGov: Did you know Philly has free mental health first aid classes? Learn how to deescalate conflicts &amp; help in a crisis:… ,-1
694,Idk what was in that Starbucks protein frapp but I'm fucked up rn 🤡I'm going crazy 🙃🙃🙃🙃🙃 anxiety up the roof,-1
695,"RT @TheMindBlowings: ""what does depression look like"" https://t.co/Y1z2QZIDwe",-1
696,"whee, anxiety about how i look just in time to start thinkin about leaving for Heart Projector",1
697,How Helping Others Helped Me Conquer My #Anxiety - https://t.co/AvObZVwAOG,1
698,@KarolsCorner proud of you for doing whats best for you and your mental health xx 💓,1
699,@luciebeexxx #Anxiety is certainly becoming rife in society,-1
700,Going outside after a couple of days after a long episode of depression https://t.co/yzyM9keixs,-1
701,If I'm having depressive symptoms and the type of weed I have gives me anxiety it will balance it out right?,1
702,"tfw being a furry gives u the closest thing uve felt to depression

😂😂😂😂😂😂😂😂",-1
703,RT @manuriosfdez: idk why but to think that there's a lot of good music out there that i've never heard gives me anxiety,0
704,RT @sfsincere: Slowly dying of depression,-1
705,9 Celebs Who Escaped From The Terrifying Clutches Of Depression https://t.co/8H3GcDTlxL,0
706,"Anxiety makes reading facial expressions harder, study suggests | The University Paper https://t.co/3EJ1CagY2R",-1
707,"Children can experience a range of mental health problems too.
#OpenYourMind to mental health.
You can help:… https://t.co/GPTqOtllOS",1
